o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority
3005443,95419,F,77018.99,1993-11-23,3-MEDIUM,Clerk#000000214,0
3005444,54136,F,40494.88,1994-08-31,1-URGENT,Clerk#000000204,0
3005445,90484,O,40898.28,1998-01-16,5-LOW,Clerk#000000040,0
3005446,33295,O,120615.26,1995-11-26,2-HIGH,Clerk#000000716,0
3005447,87832,F,42582.89,1994-03-09,5-LOW,Clerk#000000186,0
3005472,31567,F,145141.20,1993-10-22,2-HIGH,Clerk#000000848,0
3005473,126838,F,196351.61,1993-04-07,5-LOW,Clerk#000000905,0
3005474,97528,F,112944.82,1993-07-21,4-NOT SPECIFIED,Clerk#000000488,0
3005475,95921,O,203048.01,1996-08-01,3-MEDIUM,Clerk#000000793,0
3005476,87391,F,333825.81,1993-07-27,1-URGENT,Clerk#000000257,0
3005477,111985,F,143464.24,1992-05-28,5-LOW,Clerk#000000172,0
3005478,75694,F,37042.40,1992-06-29,3-MEDIUM,Clerk#000000928,0
3005479,20923,O,68149.03,1996-10-26,1-URGENT,Clerk#000001000,0
3005504,38446,F,85746.00,1992-01-25,4-NOT SPECIFIED,Clerk#000000591,0
3005505,79570,F,63852.05,1992-01-22,2-HIGH,Clerk#000000673,0
3005506,79702,O,175090.55,1997-11-29,3-MEDIUM,Clerk#000000901,0
3005507,28678,F,83191.93,1993-03-01,4-NOT SPECIFIED,Clerk#000000823,0
3005508,33898,F,62712.88,1993-09-21,3-MEDIUM,Clerk#000000948,0
3005509,176,O,230943.41,1996-06-18,5-LOW,Clerk#000000311,0
3005510,92405,O,122758.67,1996-01-20,3-MEDIUM,Clerk#000000503,0
3005511,86293,F,48296.53,1992-07-09,2-HIGH,Clerk#000000316,0
3005536,103615,F,129855.65,1993-02-23,4-NOT SPECIFIED,Clerk#000000342,0
3005537,91193,O,243006.96,1997-10-30,4-NOT SPECIFIED,Clerk#000000423,0
3005538,130408,O,52678.37,1997-06-10,5-LOW,Clerk#000000585,0
3005539,111380,O,22873.76,1995-06-26,5-LOW,Clerk#000000135,0
3005540,108026,O,149452.57,1997-04-01,2-HIGH,Clerk#000000782,0
3005541,132614,O,217198.90,1995-12-14,1-URGENT,Clerk#000000243,0
3005542,130528,O,216017.17,1997-11-11,2-HIGH,Clerk#000000714,0
3005543,21566,F,92485.08,1992-06-17,4-NOT SPECIFIED,Clerk#000000805,0
3005568,56104,O,86887.12,1997-06-05,1-URGENT,Clerk#000000421,0
3005569,35068,O,71979.25,1996-07-12,2-HIGH,Clerk#000000657,0
3005570,30815,O,298117.03,1996-03-13,5-LOW,Clerk#000000755,0
3005571,91046,F,53870.97,1992-03-17,3-MEDIUM,Clerk#000000977,0
3005572,52351,P,119585.41,1995-05-28,1-URGENT,Clerk#000000991,0
3005573,93598,O,109689.61,1995-11-26,1-URGENT,Clerk#000000868,0
3005574,23783,F,116695.15,1992-02-29,3-MEDIUM,Clerk#000000440,0
3005575,112399,O,59972.98,1995-09-26,4-NOT SPECIFIED,Clerk#000000064,0
3005600,113083,F,130915.34,1992-12-08,4-NOT SPECIFIED,Clerk#000000701,0
3005601,77671,O,70284.75,1998-01-25,3-MEDIUM,Clerk#000000584,0
3005602,102203,F,68720.58,1994-02-19,3-MEDIUM,Clerk#000000729,0
3005603,74971,F,120939.49,1992-11-06,3-MEDIUM,Clerk#000000260,0
3005604,35342,F,97929.27,1995-01-16,2-HIGH,Clerk#000000067,0
3005605,133690,O,304541.91,1995-07-15,2-HIGH,Clerk#000000780,0
3005606,58006,O,254063.03,1998-02-01,1-URGENT,Clerk#000000801,0
3005607,51301,O,56399.74,1996-09-28,1-URGENT,Clerk#000000170,0
3005632,147919,O,252690.44,1996-07-26,5-LOW,Clerk#000000179,0
3005633,119242,O,34087.10,1995-12-18,2-HIGH,Clerk#000000746,0
3005634,93002,O,16518.49,1996-03-09,2-HIGH,Clerk#000000574,0
3005635,76246,O,72305.35,1997-02-22,4-NOT SPECIFIED,Clerk#000000221,0
3005636,142528,F,39716.53,1993-06-26,1-URGENT,Clerk#000000292,0
3005637,103660,F,5405.04,1995-01-20,4-NOT SPECIFIED,Clerk#000000574,0
3005638,106234,F,83741.62,1993-01-20,4-NOT SPECIFIED,Clerk#000000940,0
3005639,22813,O,174547.84,1996-01-09,2-HIGH,Clerk#000000425,0
3005664,16154,F,214166.33,1992-04-29,3-MEDIUM,Clerk#000000787,0
3005665,138127,O,314379.88,1995-07-02,2-HIGH,Clerk#000000614,0
3005666,85775,F,222637.26,1992-12-24,4-NOT SPECIFIED,Clerk#000000804,0
3005667,113222,O,71424.37,1997-07-12,2-HIGH,Clerk#000000029,0
3005668,12778,O,212848.96,1996-07-03,3-MEDIUM,Clerk#000000503,0
3005669,86248,F,147114.83,1995-01-20,2-HIGH,Clerk#000000131,0
3005670,113542,O,66450.35,1997-07-13,1-URGENT,Clerk#000000822,0
3005671,371,O,133962.32,1996-11-05,3-MEDIUM,Clerk#000000900,0
3005696,71074,O,190293.96,1997-02-25,2-HIGH,Clerk#000000711,0
3005697,85729,O,44144.81,1995-09-01,4-NOT SPECIFIED,Clerk#000000763,0
3005698,68821,O,227694.20,1998-02-24,5-LOW,Clerk#000000108,0
3005699,6361,O,117453.97,1997-12-24,5-LOW,Clerk#000000042,0
3005700,78109,O,114396.59,1996-02-14,5-LOW,Clerk#000000029,0
3005701,107473,F,107891.96,1994-02-16,4-NOT SPECIFIED,Clerk#000000177,0
3005702,120919,O,47653.74,1996-08-11,5-LOW,Clerk#000000219,0
3005703,62993,O,256092.11,1996-12-07,1-URGENT,Clerk#000000648,0
3005728,6640,O,208390.21,1996-10-27,4-NOT SPECIFIED,Clerk#000000599,0
3005729,127691,O,311994.17,1998-05-14,1-URGENT,Clerk#000000655,0
3005730,47419,O,209615.28,1997-11-15,2-HIGH,Clerk#000000709,0
3005731,8153,F,144549.13,1992-03-25,4-NOT SPECIFIED,Clerk#000000868,0
3005732,69400,O,218507.91,1997-10-10,4-NOT SPECIFIED,Clerk#000000294,0
3005733,147022,P,310420.63,1995-05-06,4-NOT SPECIFIED,Clerk#000000647,0
3005734,21274,F,25017.39,1993-05-19,5-LOW,Clerk#000000939,0
3005735,76790,F,27996.66,1993-03-16,5-LOW,Clerk#000000091,0
3005760,658,F,258090.16,1994-01-10,2-HIGH,Clerk#000000014,0
3005761,82756,O,119201.66,1997-02-07,5-LOW,Clerk#000000607,0
3005762,47992,F,16371.97,1994-06-28,2-HIGH,Clerk#000000773,0
3005763,28865,F,137515.83,1992-10-12,3-MEDIUM,Clerk#000000467,0
3005764,31540,F,67497.96,1993-03-07,1-URGENT,Clerk#000000581,0
3005765,120271,O,18668.51,1995-10-13,3-MEDIUM,Clerk#000000759,0
3005766,114427,O,231919.73,1997-04-17,1-URGENT,Clerk#000000766,0
3005767,22681,F,188771.12,1992-09-26,4-NOT SPECIFIED,Clerk#000000318,0
3005792,18779,F,220786.96,1992-06-26,5-LOW,Clerk#000000790,0
3005793,16379,F,97229.82,1993-06-26,1-URGENT,Clerk#000000148,0
3005794,31745,O,104448.39,1996-04-28,1-URGENT,Clerk#000000870,0
3005795,124442,F,66656.77,1993-04-23,3-MEDIUM,Clerk#000000393,0
3005796,39571,O,156627.18,1996-06-26,2-HIGH,Clerk#000000520,0
3005797,97213,O,128556.11,1995-06-04,4-NOT SPECIFIED,Clerk#000000141,0
3005798,56761,O,177539.85,1996-04-22,2-HIGH,Clerk#000000494,0
3005799,129634,O,65383.12,1995-08-19,2-HIGH,Clerk#000000758,0
3005824,139058,O,90387.32,1996-03-25,5-LOW,Clerk#000000127,0
3005825,141683,P,131539.22,1995-02-27,5-LOW,Clerk#000000844,0
3005826,5737,O,145396.47,1997-11-17,5-LOW,Clerk#000000290,0
3005827,89542,F,244767.72,1993-04-14,4-NOT SPECIFIED,Clerk#000000935,0
3005828,130466,F,9099.94,1993-01-17,2-HIGH,Clerk#000000810,0
3005829,32461,F,99379.27,1992-04-22,3-MEDIUM,Clerk#000000488,0
3005830,140549,O,10883.95,1997-11-23,5-LOW,Clerk#000000743,0
3005831,4222,O,94084.29,1995-05-21,5-LOW,Clerk#000000046,0
3005856,125732,O,275273.03,1997-02-07,1-URGENT,Clerk#000000410,0
3005857,111574,F,85127.45,1993-04-28,1-URGENT,Clerk#000000740,0
3005858,52130,F,187463.86,1992-06-28,1-URGENT,Clerk#000000945,0
3005859,132254,F,66810.97,1994-02-13,1-URGENT,Clerk#000000631,0
3005860,89269,F,106946.45,1992-04-14,2-HIGH,Clerk#000000528,0
3005861,12560,F,64237.94,1993-04-02,3-MEDIUM,Clerk#000000744,0
3005862,34024,F,32093.78,1995-03-03,1-URGENT,Clerk#000000912,0
3005863,26017,F,242583.35,1995-02-21,1-URGENT,Clerk#000000608,0
3005888,16456,O,41469.39,1996-08-30,2-HIGH,Clerk#000000567,0
3005889,97516,F,93035.93,1994-07-23,2-HIGH,Clerk#000000627,0
3005890,47956,F,41142.91,1993-11-30,2-HIGH,Clerk#000000757,0
3005891,35078,O,212656.23,1995-06-03,2-HIGH,Clerk#000000772,0
3005892,39823,F,148648.15,1995-01-17,5-LOW,Clerk#000000338,0
3005893,131134,O,221969.51,1996-03-18,4-NOT SPECIFIED,Clerk#000000098,0
3005894,10121,O,131916.29,1996-06-02,5-LOW,Clerk#000000202,0
3005895,142462,F,30647.40,1992-09-08,4-NOT SPECIFIED,Clerk#000000668,0
3005920,52469,F,211292.83,1992-12-06,4-NOT SPECIFIED,Clerk#000000052,0
3005921,134291,O,255120.56,1996-03-23,5-LOW,Clerk#000000261,0
3005922,113846,F,49580.51,1994-01-30,4-NOT SPECIFIED,Clerk#000000244,0
3005923,4237,O,114249.37,1998-04-03,3-MEDIUM,Clerk#000000811,0
3005924,99352,F,57767.77,1993-11-07,5-LOW,Clerk#000000986,0
3005925,137069,F,260137.27,1992-12-01,4-NOT SPECIFIED,Clerk#000000570,0
3005926,8701,F,214025.58,1994-06-29,3-MEDIUM,Clerk#000000432,0
3005927,114179,O,250800.46,1995-09-08,2-HIGH,Clerk#000000185,0
3005952,47848,F,62592.34,1994-11-05,5-LOW,Clerk#000000132,0
3005953,149413,O,110675.40,1996-08-18,5-LOW,Clerk#000000437,0
3005954,22612,O,97976.50,1995-10-31,4-NOT SPECIFIED,Clerk#000000988,0
3005955,85100,O,200540.18,1997-06-26,4-NOT SPECIFIED,Clerk#000000105,0
3005956,17923,F,119454.51,1992-10-21,5-LOW,Clerk#000000737,0
3005957,29525,F,149995.24,1993-12-31,1-URGENT,Clerk#000000905,0
3005958,9962,O,116713.59,1996-07-06,3-MEDIUM,Clerk#000000810,0
3005959,30716,F,131397.54,1993-12-01,1-URGENT,Clerk#000000243,0
3005984,77029,O,69074.30,1996-02-04,5-LOW,Clerk#000000577,0
3005985,115333,F,59165.50,1993-09-29,3-MEDIUM,Clerk#000000667,0
3005986,95710,F,341082.69,1994-11-21,1-URGENT,Clerk#000000936,0
3005987,123346,O,270034.76,1995-10-29,4-NOT SPECIFIED,Clerk#000000280,0
3005988,73873,O,244104.63,1997-05-10,5-LOW,Clerk#000000928,0
3005989,22504,F,208361.23,1993-09-26,2-HIGH,Clerk#000000713,0
3005990,54266,F,113409.67,1992-05-26,2-HIGH,Clerk#000000113,0
3005991,42413,O,141586.66,1995-10-27,3-MEDIUM,Clerk#000000621,0
3006016,30877,O,147970.34,1996-11-08,2-HIGH,Clerk#000000001,0
3006017,69559,F,139710.39,1994-12-15,3-MEDIUM,Clerk#000000530,0
3006018,118355,F,166223.89,1992-07-26,3-MEDIUM,Clerk#000000736,0
3006019,37081,O,56300.43,1995-08-17,3-MEDIUM,Clerk#000000051,0
3006020,100048,F,155295.09,1992-08-07,5-LOW,Clerk#000000785,0
3006021,138139,O,45840.28,1995-06-25,1-URGENT,Clerk#000000373,0
3006022,130150,O,227779.45,1997-04-17,5-LOW,Clerk#000000140,0
3006023,109421,O,196850.80,1996-08-07,5-LOW,Clerk#000000198,0
3006048,25438,O,248482.25,1997-06-03,1-URGENT,Clerk#000000895,0
3006049,29195,O,46345.66,1997-10-22,2-HIGH,Clerk#000000894,0
3006050,14098,O,70383.96,1996-01-03,4-NOT SPECIFIED,Clerk#000000899,0
3006051,76930,F,124983.20,1994-01-03,3-MEDIUM,Clerk#000000806,0
3006052,111754,O,191683.75,1997-02-10,3-MEDIUM,Clerk#000000653,0
3006053,84064,F,306347.81,1992-06-27,4-NOT SPECIFIED,Clerk#000000792,0
3006054,138496,O,66972.18,1998-05-24,1-URGENT,Clerk#000000061,0
3006055,2185,O,186945.51,1997-12-13,1-URGENT,Clerk#000000982,0
3006080,109004,F,273665.92,1994-06-01,2-HIGH,Clerk#000000430,0
3006081,78605,F,142455.12,1995-02-05,3-MEDIUM,Clerk#000000819,0
3006082,60061,F,20011.53,1993-06-09,3-MEDIUM,Clerk#000000962,0
3006083,89015,O,224775.83,1995-06-28,1-URGENT,Clerk#000000743,0
3006084,119116,F,125711.62,1993-12-16,1-URGENT,Clerk#000000712,0
3006085,55753,O,77477.54,1996-05-10,1-URGENT,Clerk#000000279,0
3006086,129292,O,110097.57,1998-01-25,3-MEDIUM,Clerk#000000091,0
3006087,98767,F,5781.61,1993-08-25,2-HIGH,Clerk#000000723,0
3006112,53819,F,218564.23,1994-12-23,2-HIGH,Clerk#000000645,0
3006113,27463,O,51422.97,1997-04-10,2-HIGH,Clerk#000000063,0
3006114,19438,F,158485.85,1992-08-26,2-HIGH,Clerk#000000355,0
3006115,126520,O,104638.86,1996-07-06,2-HIGH,Clerk#000000495,0
3006116,6764,F,54184.43,1992-12-13,3-MEDIUM,Clerk#000000095,0
3006117,117451,O,230299.45,1996-04-18,5-LOW,Clerk#000000946,0
3006118,129650,O,330281.48,1998-02-11,2-HIGH,Clerk#000000685,0
3006119,126601,F,123097.79,1994-04-26,2-HIGH,Clerk#000000425,0
3006144,3173,F,253801.26,1993-09-24,4-NOT SPECIFIED,Clerk#000000970,0
3006145,70834,F,25320.41,1993-01-23,4-NOT SPECIFIED,Clerk#000000602,0
3006146,91255,O,231974.86,1997-12-30,2-HIGH,Clerk#000000866,0
3006147,102046,F,142965.58,1994-06-13,4-NOT SPECIFIED,Clerk#000000254,0
3006148,114862,O,127853.68,1996-03-10,4-NOT SPECIFIED,Clerk#000000687,0
3006149,114454,F,266333.46,1992-05-15,5-LOW,Clerk#000000965,0
3006150,11806,O,155279.97,1996-04-28,4-NOT SPECIFIED,Clerk#000000919,0
3006151,93613,F,113820.04,1992-04-16,1-URGENT,Clerk#000000689,0
3006176,122039,O,328297.54,1997-08-31,2-HIGH,Clerk#000000905,0
3006177,6808,F,388039.68,1994-01-13,4-NOT SPECIFIED,Clerk#000000149,0
3006178,91706,O,307750.53,1997-12-10,4-NOT SPECIFIED,Clerk#000000341,0
3006179,39181,O,176356.73,1997-11-20,4-NOT SPECIFIED,Clerk#000000640,0
3006180,145358,O,255498.36,1995-06-09,4-NOT SPECIFIED,Clerk#000000732,0
3006181,119842,O,250572.04,1997-06-03,2-HIGH,Clerk#000000162,0
3006182,114091,O,131993.10,1996-12-17,4-NOT SPECIFIED,Clerk#000000394,0
3006183,61942,F,109080.38,1994-04-19,2-HIGH,Clerk#000000720,0
3006208,29648,O,142211.73,1998-01-22,1-URGENT,Clerk#000000705,0
3006209,127306,F,221319.41,1994-04-07,4-NOT SPECIFIED,Clerk#000000410,0
3006210,25568,P,117554.44,1995-04-28,2-HIGH,Clerk#000000569,0
3006211,116272,O,24261.04,1998-05-27,1-URGENT,Clerk#000000723,0
3006212,129263,O,133720.12,1997-01-05,5-LOW,Clerk#000000436,0
3006213,70877,O,62393.10,1995-08-08,1-URGENT,Clerk#000000582,0
3006214,72322,F,203155.39,1992-04-03,3-MEDIUM,Clerk#000000556,0
3006215,58643,O,112681.33,1997-02-20,3-MEDIUM,Clerk#000000690,0
3006240,100273,O,206329.67,1998-06-06,3-MEDIUM,Clerk#000000500,0
3006241,13129,F,83907.91,1993-08-05,2-HIGH,Clerk#000000695,0
3006242,2305,F,264227.09,1993-02-15,2-HIGH,Clerk#000000608,0
3006243,7322,O,193961.45,1995-09-26,1-URGENT,Clerk#000000255,0
3006244,49628,O,164907.81,1995-07-18,4-NOT SPECIFIED,Clerk#000000212,0
3006245,87044,O,82147.92,1995-10-07,3-MEDIUM,Clerk#000000027,0
3006246,146377,F,116828.49,1993-04-12,4-NOT SPECIFIED,Clerk#000000039,0
3006247,147079,O,25238.06,1995-12-01,3-MEDIUM,Clerk#000000180,0
3006272,100393,F,247284.79,1994-10-09,1-URGENT,Clerk#000000749,0
3006273,94660,O,224285.61,1997-06-17,5-LOW,Clerk#000000319,0
3006274,43391,O,38306.15,1998-02-07,5-LOW,Clerk#000000878,0
3006275,122171,O,214296.55,1995-11-04,1-URGENT,Clerk#000000748,0
3006276,126419,F,417594.25,1993-07-27,5-LOW,Clerk#000000059,0
3006277,122611,F,73522.34,1992-11-19,3-MEDIUM,Clerk#000000137,0
3006278,10012,F,255634.44,1993-03-04,2-HIGH,Clerk#000000566,0
3006279,110390,F,19362.32,1993-03-24,3-MEDIUM,Clerk#000000081,0
3006304,111104,O,271538.30,1996-05-02,4-NOT SPECIFIED,Clerk#000000032,0
3006305,111100,F,29497.24,1992-10-13,2-HIGH,Clerk#000000219,0
3006306,42059,O,169495.53,1997-10-28,2-HIGH,Clerk#000000869,0
3006307,81461,F,108760.89,1993-11-29,3-MEDIUM,Clerk#000000778,0
3006308,59111,F,85641.72,1994-08-15,3-MEDIUM,Clerk#000000587,0
3006309,26974,F,48108.30,1994-06-08,2-HIGH,Clerk#000000862,0
3006310,20788,F,53394.20,1994-05-21,4-NOT SPECIFIED,Clerk#000000587,0
3006311,22327,O,145520.67,1997-05-31,5-LOW,Clerk#000000865,0
3006336,68245,F,350209.53,1993-11-08,5-LOW,Clerk#000000768,0
3006337,63145,O,311828.76,1998-05-27,2-HIGH,Clerk#000000619,0
3006338,149900,F,33975.92,1994-12-05,5-LOW,Clerk#000000772,0
3006339,106519,O,88261.89,1997-03-06,5-LOW,Clerk#000000928,0
3006340,142942,O,86818.17,1998-02-14,1-URGENT,Clerk#000000882,0
3006341,11416,F,125009.10,1992-12-02,2-HIGH,Clerk#000000305,0
3006342,616,O,153400.40,1997-12-03,5-LOW,Clerk#000000164,0
3006343,122743,F,187971.01,1992-11-20,5-LOW,Clerk#000000025,0
3006368,110929,O,100172.15,1998-05-07,3-MEDIUM,Clerk#000000713,0
3006369,10673,F,132046.25,1992-03-14,1-URGENT,Clerk#000000978,0
3006370,116381,F,84009.79,1994-02-03,5-LOW,Clerk#000000484,0
3006371,6832,O,28570.05,1997-02-19,4-NOT SPECIFIED,Clerk#000000012,0
3006372,55669,F,183242.18,1992-07-23,2-HIGH,Clerk#000000032,0
3006373,56870,O,52614.00,1995-09-10,3-MEDIUM,Clerk#000000049,0
3006374,4346,O,209561.39,1996-01-30,2-HIGH,Clerk#000000703,0
3006375,138865,F,47061.52,1993-09-20,3-MEDIUM,Clerk#000000524,0
3006400,31409,O,113716.63,1995-09-26,3-MEDIUM,Clerk#000000122,0
3006401,35872,F,123297.17,1993-07-16,2-HIGH,Clerk#000000367,0
3006402,24646,O,142933.72,1998-05-04,3-MEDIUM,Clerk#000000305,0
3006403,72436,O,181225.33,1996-01-16,2-HIGH,Clerk#000000386,0
3006404,4151,F,61116.53,1994-04-27,5-LOW,Clerk#000000681,0
3006405,8026,O,43057.23,1995-10-24,2-HIGH,Clerk#000000692,0
3006406,19699,F,287077.59,1992-01-07,5-LOW,Clerk#000000319,0
3006407,16870,O,104256.82,1996-01-04,3-MEDIUM,Clerk#000000721,0
3006432,21664,O,63865.25,1996-06-06,2-HIGH,Clerk#000000982,0
3006433,41657,O,252448.87,1995-07-04,1-URGENT,Clerk#000000007,0
3006434,62573,O,280371.83,1998-05-29,5-LOW,Clerk#000000416,0
3006435,4366,O,10937.62,1996-04-04,3-MEDIUM,Clerk#000000707,0
3006436,8020,O,134293.00,1997-02-03,4-NOT SPECIFIED,Clerk#000000304,0
3006437,89795,F,235628.45,1992-10-16,4-NOT SPECIFIED,Clerk#000000175,0
3006438,18668,F,161487.95,1992-05-16,1-URGENT,Clerk#000000667,0
3006439,93566,O,221533.75,1997-12-19,4-NOT SPECIFIED,Clerk#000000261,0
3006464,107270,O,158481.96,1997-02-06,1-URGENT,Clerk#000000466,0
3006465,22186,O,23349.37,1996-05-07,4-NOT SPECIFIED,Clerk#000000354,0
3006466,118657,O,322040.80,1997-09-10,3-MEDIUM,Clerk#000000300,0
3006467,1307,F,185461.43,1993-04-08,4-NOT SPECIFIED,Clerk#000000646,0
3006468,52582,F,3206.26,1993-09-12,5-LOW,Clerk#000000038,0
3006469,74083,O,169808.36,1995-10-08,3-MEDIUM,Clerk#000000749,0
3006470,102976,F,304201.87,1994-08-03,4-NOT SPECIFIED,Clerk#000000265,0
3006471,4459,O,204063.88,1996-09-26,5-LOW,Clerk#000000460,0
3006496,88795,F,228285.47,1993-06-22,2-HIGH,Clerk#000000122,0
3006497,144859,O,189814.31,1998-04-30,3-MEDIUM,Clerk#000000948,0
3006498,133888,F,27251.57,1994-12-15,4-NOT SPECIFIED,Clerk#000000392,0
3006499,80672,O,81687.28,1998-01-06,1-URGENT,Clerk#000000294,0
3006500,146989,O,279114.86,1997-01-11,1-URGENT,Clerk#000000548,0
3006501,86224,F,255350.19,1992-08-10,2-HIGH,Clerk#000000772,0
3006502,9058,O,63247.80,1995-05-10,3-MEDIUM,Clerk#000000288,0
3006503,118366,F,125021.90,1994-06-22,5-LOW,Clerk#000000890,0
3006528,62351,O,342667.60,1996-08-18,2-HIGH,Clerk#000000982,0
3006529,19082,F,374578.37,1992-08-02,1-URGENT,Clerk#000000482,0
3006530,5989,O,220467.60,1997-12-19,3-MEDIUM,Clerk#000000622,0
3006531,131056,O,130008.18,1996-01-26,1-URGENT,Clerk#000000078,0
3006532,51787,O,96984.19,1998-06-16,5-LOW,Clerk#000000764,0
3006533,83572,F,190511.96,1992-11-10,1-URGENT,Clerk#000000478,0
3006534,136318,F,52121.92,1994-02-26,3-MEDIUM,Clerk#000000134,0
3006535,137602,O,43404.63,1996-05-11,4-NOT SPECIFIED,Clerk#000000734,0
3006560,118045,O,105321.88,1996-12-03,4-NOT SPECIFIED,Clerk#000000644,0
3006561,68954,F,221125.59,1992-05-18,2-HIGH,Clerk#000000533,0
3006562,5563,F,233773.07,1995-02-22,3-MEDIUM,Clerk#000000756,0
3006563,40237,F,249308.26,1993-03-02,3-MEDIUM,Clerk#000000029,0
3006564,46466,O,72890.05,1995-08-07,5-LOW,Clerk#000000343,0
3006565,46234,O,246181.01,1996-07-20,5-LOW,Clerk#000000486,0
3006566,43903,O,141135.93,1996-01-20,5-LOW,Clerk#000000222,0
3006567,16436,O,129423.17,1995-11-26,2-HIGH,Clerk#000000151,0
3006592,78799,F,31928.76,1993-07-09,1-URGENT,Clerk#000000783,0
3006593,18841,O,234885.09,1996-09-26,4-NOT SPECIFIED,Clerk#000000634,0
3006594,141739,F,95083.07,1992-08-23,5-LOW,Clerk#000000889,0
3006595,51175,O,135632.95,1997-05-04,1-URGENT,Clerk#000000215,0
3006596,134542,F,35876.80,1993-10-21,5-LOW,Clerk#000000041,0
3006597,125696,O,80585.18,1998-01-28,1-URGENT,Clerk#000000610,0
3006598,121034,F,37700.56,1992-11-19,2-HIGH,Clerk#000000742,0
3006599,55171,F,16336.65,1993-12-25,5-LOW,Clerk#000000170,0
3006624,107108,F,78308.19,1992-06-02,3-MEDIUM,Clerk#000000745,0
3006625,147698,O,209894.91,1997-05-08,5-LOW,Clerk#000000916,0
3006626,7384,F,76883.40,1994-05-08,4-NOT SPECIFIED,Clerk#000000456,0
3006627,46723,O,64090.87,1996-11-21,1-URGENT,Clerk#000000876,0
3006628,19796,F,71498.37,1994-08-28,3-MEDIUM,Clerk#000000391,0
3006629,11357,O,189130.26,1997-03-17,4-NOT SPECIFIED,Clerk#000000309,0
3006630,69284,O,196957.82,1998-07-16,3-MEDIUM,Clerk#000000050,0
3006631,2023,O,231400.83,1995-11-29,4-NOT SPECIFIED,Clerk#000000981,0
3006656,97471,O,195215.20,1996-01-26,1-URGENT,Clerk#000000149,0
3006657,25526,F,170053.30,1995-01-25,3-MEDIUM,Clerk#000000399,0
3006658,7847,F,234821.44,1994-11-14,3-MEDIUM,Clerk#000000980,0
3006659,18064,O,168025.10,1997-11-13,2-HIGH,Clerk#000000194,0
3006660,139444,F,179710.81,1994-02-13,2-HIGH,Clerk#000000443,0
3006661,21412,O,59815.53,1998-07-03,5-LOW,Clerk#000000776,0
3006662,140401,O,3708.28,1997-04-26,5-LOW,Clerk#000000869,0
3006663,46436,F,325084.05,1994-08-10,2-HIGH,Clerk#000000085,0
3006688,137968,F,100334.11,1993-03-17,1-URGENT,Clerk#000000410,0
3006689,111635,O,326497.81,1997-07-04,1-URGENT,Clerk#000000098,0
3006690,41119,F,226868.51,1992-12-25,4-NOT SPECIFIED,Clerk#000000418,0
3006691,5012,O,23132.21,1998-06-04,2-HIGH,Clerk#000000978,0
3006692,72695,O,116730.16,1998-02-21,4-NOT SPECIFIED,Clerk#000000716,0
3006693,19093,O,10026.71,1998-06-19,5-LOW,Clerk#000000974,0
3006694,42073,P,206785.98,1995-03-25,1-URGENT,Clerk#000000332,0
3006695,9007,F,242390.88,1992-01-09,3-MEDIUM,Clerk#000000186,0
3006720,15071,O,185904.44,1995-12-12,3-MEDIUM,Clerk#000000158,0
3006721,97231,P,134878.76,1995-03-16,3-MEDIUM,Clerk#000000354,0
3006722,56453,F,92271.75,1993-06-27,1-URGENT,Clerk#000000147,0
3006723,53540,F,244236.31,1993-10-03,4-NOT SPECIFIED,Clerk#000000293,0
3006724,131419,O,52218.00,1995-08-17,3-MEDIUM,Clerk#000000979,0
3006725,147725,F,334115.26,1993-05-15,2-HIGH,Clerk#000000547,0
3006726,148451,O,122814.61,1996-08-18,2-HIGH,Clerk#000000378,0
3006727,56081,O,290714.61,1995-08-09,2-HIGH,Clerk#000000575,0
3006752,91138,O,69959.48,1998-02-19,2-HIGH,Clerk#000000256,0
3006753,77518,F,66466.08,1994-05-29,1-URGENT,Clerk#000000230,0
3006754,66100,F,62460.74,1992-11-13,1-URGENT,Clerk#000000365,0
3006755,25408,F,165475.32,1994-12-29,5-LOW,Clerk#000000998,0
3006756,117385,O,43824.12,1995-08-01,4-NOT SPECIFIED,Clerk#000000035,0
3006757,64942,F,10109.95,1995-01-22,5-LOW,Clerk#000000986,0
3006758,75742,F,34649.09,1994-07-17,5-LOW,Clerk#000000996,0
3006759,88255,P,270913.82,1995-03-28,4-NOT SPECIFIED,Clerk#000000617,0
3006784,74275,O,239219.33,1998-06-25,5-LOW,Clerk#000000475,0
3006785,10183,O,72421.07,1998-07-07,3-MEDIUM,Clerk#000000187,0
3006786,138928,O,144559.96,1998-06-10,1-URGENT,Clerk#000000627,0
3006787,59584,O,216559.02,1998-02-27,1-URGENT,Clerk#000000352,0
3006788,148603,F,294828.09,1993-08-26,3-MEDIUM,Clerk#000000635,0
3006789,60581,F,132579.54,1993-10-09,3-MEDIUM,Clerk#000000888,0
3006790,121381,O,16760.00,1996-06-05,1-URGENT,Clerk#000000710,0
3006791,47843,F,210095.83,1992-12-29,2-HIGH,Clerk#000000855,0
3006816,86816,O,22826.80,1997-10-02,4-NOT SPECIFIED,Clerk#000000322,0
3006817,63652,O,232686.09,1996-07-23,3-MEDIUM,Clerk#000000240,0
3006818,140392,F,199739.04,1993-03-21,5-LOW,Clerk#000000553,0
3006819,65371,F,57778.90,1994-09-13,1-URGENT,Clerk#000000975,0
